standardized_smiles,odor_1,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27,odor_28,odor_29,odor_30,odor_31,odor_32,odor_33,odor_34,odor_35,odor_36,odor_37,odor_38,odor_39,odor_40,odor_41,odor_42,odor_43,odor_44,odor_45,odor_46,odor_47,odor_48,odor_49,odor_50,odor_51,odor_52,odor_53,odor_54,odor_55,odor_56,odor_57,odor_58,odor_59,odor_60,odor_61,odor_62,odor_63
CCCC(=O)Oc1c(C)occc1=O,Sweet,Fruity,Berry,Strawberry,Fruity,Strawberry,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)Oc1ccc(C)cc1,Narcissus,Phenolic,Animal,Phenolic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)Oc1ccccc1,Floral,Floral,Sweet,Floral,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)Oc1ccccc1OC,Fruity,Fruity,Nutty,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)SC,Garlic,Sulphurous,Cheese,Earthy/ Musty,Musty,Musty/Moldy,Fruity,Green,Tropical,Green,Sulphurous,Fruity,Sulphurous,Eggs,Musty,Garlic,Sulphurous,Cabbage,Garlic,Sulphurous,Fruity,Garlic,Tomato,Musty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)c1ccccc1,Hazelnut,Walnut,Cherry,Camphor,Cherry,Hazelnut,Walnut,Vanilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)c1ccco1,Balsamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)c1cccs1,Roasted,Meaty,Beefy,Meaty,Beefy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)(C)O,Pungent,Pungent,Pungent,Pungent,Pungent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)(S)CCO,Onion,Grapefruit,Grapefruit,Passion fruit,Onion,Onion,Onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)=O,Fishy,Winey,Woody,Chocolate,Alcohol,Ether,Chocolate,Cheese,Earthy/ Musty,Musty,Musty/Moldy,Fishy,Fishy,Fishy,Fermented,Sweet,Fruity,Apple,Banana,Pineapple,Strawberry,Woody,Alcohol,Fruity,Banana,Pineapple,Strawberry,Alcohol,Musty,Chocolate,Fruity,Sweet,Potato,Woody,Musty,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)C(=O)O,Cheese,Pungent,Sour,Pungent,Strong,Pungent,Pungent,Sour,Pungent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)C(=O)OC,Sweet,Fruity,Green,Apple,Banana,Berry,Grape,Melon,Pineapple,Tropical,Green,Fruity,Banana,Pineapple,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)C(=O)OCC,Fruity,Fruity,Green,Green,Fresh,Fresh,Apple,Apple,Melon,Melon,Pear,Pineapple,Pineapple,Green,Green,Fruity,Fruity,Pineapple,Pineapple,Natural,Natural,Fruity,Fruity,Waxy,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)C1OCC(C)(CCC)CO1,Herbal,Floral,Jasmine,Spices,Floral,Herbal,Green,Fresh,Green,Herbal,Blossom,Floral,Oily,Spices,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)C=Nc1ccccc1C(=O)OC,Sweet,Citrus,Fruity,Green,Citrus,Grape,Green,Citrus,Fruity,Cumin,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)C=O,Ether,Cocoa,Cheese,Earthy,Earthy/ Musty,Cocoa,Vegetable,Fruity,Green,Green,Fruity,Earthy,Fruity,Earthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)CC=O,Sweet,Green,Green,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)COC(=O)C(C)CCC,Clean,Floral,Jasmine,Floral,Sweet,Fruity,Pear,Floral,Fruity,Oily,Natural,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)O,Winey,Alcohol,Fusel,Earthy/ Musty,Musty,Musty/Moldy,Disagreeable,Fermented,Sweet,Green,Apple,Banana,Ripe,Green,Alcohol,Banana,Oily,Strong,Alcohol,Musty,Sweet,Musty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)OC(=O)C(C)CCC,Fruity,Pear,Fruity,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)OC(=O)CC(C)C,Brandy,Metallic,Fruity,Apple,Cool,Metallic,Cool,Fruity,Metallic,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)OC(C)=O,Herbal,Ketonic,Orange,Earthy/ Musty,Musty,Musty/Moldy,Vegetable,Herbal,Orange,Fruity,Green,Banana,Juicy,Green,Herbal,Fruity,Banana,Nutty,Animal,Musty,Fruity,Bean,Herbal,Weed,Herbal,Musty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(C)S,Sulphurous,Sulphurous,Sulphurous,Gassy,Sulphurous,Sulphurous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(CC(=O)OC)OC(C)=O,Fruity,Green,Green,Fruity,Fruity,Lettuce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(CC)CCC(=O)O,Goat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(CC=O)SC,Buttery,Buttery,Buttery,Privet,Green,Grassy,"Grassy(Green, Sharp)",Green,Privet,Grassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(CC=O)SC(C)=O,Grapefruit,Sweet,Citrus,Citrus,Grapefruit,Citrus,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(CCCC(=O)OCC)OC(C)=O,Musk,Fruity,Fruity,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(CCO)SC,Metallic,Sulphurous,Earthy,Earthy/ Musty,Spices,Vegetable,Pungent,Green,Melon,Green,Sulphurous,Metallic,Sulphurous,Metallic,Pungent,Pungent,Earthy,Pungent,Pungent,Sulphurous,Pepper,Spices,Sulphurous,Wasabi,Leafy,Earthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(CCOC(C)=O)SC,Sulphurous,Spices,Vegetable,Pungent,Green,Tropical,Green,Sulphurous,Sulphurous,Pungent,Pungent,Pungent,Pungent,Sulphurous,Spices,Sulphurous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(CCOC(C)=O)SC(C)=O,Garlic,Onion,Metallic,Burnt,Rubbery,Sulphurous,Apricot,Vegetable,Sweet,Fruity,Green,Apricot,Peach,Tropical,Rubbery,Green,Onion,Rubbery,Sulphurous,Metallic,Fruity,Sulphurous,Metallic,Catty,Buchu,Burnt,Garlic,Onion,Sulphurous,Rubbery,Garlic,Sulphurous,Fruity,Sweet,Garlic,Onion,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(N)=O,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(O)CC,Rummy,Alcohol,Ether,Fusel,Medicinal,Solvent,Fruity,Green,Apple,Pineapple,Tropical,Solvent,Green,Alcohol,Medicinal,Medicinal,Medicinal,Fruity,Pineapple,Alcohol,Solvent,Fruity,Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(O)CC(=O)OC,Winey,Woody,Ether,Sweet,Fruity,Juicy,Pineapple,Ripe,Tropical,Woody,Fruity,Pineapple,Oily,Fruity,Sweet,Woody,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(O)CC(=O)OCC,Smokey,Winey,Dusty,Dusty,Woody,Woody,Burnt Wood,Burnt Wood,Burnt Wood,Burnt Wood,Dusty,Dusty,Spices,Spices,Sweet,Citrus,Fruity,Fruity,Green,Fresh,Berry,Berry,Citrus,Grape,Grape,Pineapple,Pineapple,Hay,Hay,Woody,Woody,Green,Hay,Hay,Citrus,Fruity,Fruity,Pineapple,Pineapple,Strong,Smokey,Smokey,Smokey,Spices,Spices,Fruity,Fruity,Sweet,Smokey,Woody,Woody,Burnt Wood,Burnt Wood,Burnt Wood,Burnt Wood,Smokey,Woody,Woody,,,,,
CCCC(O)CCC1C(C)CCCC1(C)C,Woody,Dry,Woody,Amber,Powdery,Amber,Sandalwood,Sandalwood,Sawdust,Woody,Sandalwood,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(O)CCCC(=O)OCC,Sweet,Fruity,Apple,Pineapple,Fruity,Pineapple,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(O)Cc1ccccc1,Earthy,Earthy/ Musty,Sweet,Green,Green,Earthy,Sweet,Earthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(S)CC=O,Onion,Citrus,Fruity,Green,Citrus,Tropical,Green,Citrus,Onion,Fruity,Onion,Fruity,Onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(S)CCO,Roasted,Sulphurous,Grapefruit,Meaty,Fruity,Fruity,Grapefruit,Guava,Juicy,Mango,Tropical,Tropical,Sulphurous,Fruity,Fruity,Sulphurous,Meaty,Buchu,Chicken,Coffee,Savory,Sulphurous,Sulphurous,Fruity,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(S)CCOC(C)=O,Floral,Floral,Fruity,Blackberry,Pear,Raspberry,Tropical,Floral,Fruity,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1(C(C)(C)C)C=CC(C)O1,Fruity,Green,Green,Eucalyptus,Anisic,Eucalyptus,Fruity,Natural,Buchu,Anisic,Eucalyptus,Fruity,Eucalyptus,Leafy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1C2C=CC(C2)C1C=O,Aldehydic,Chrysanthemum,Green,Green,Sweaty,Sweaty,Sweaty,Wet Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1CC(=O)C=C(C)C1,Herbal,Herbal,Green,Fresh,Green,Herbal,Cumin,Celery,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1CCC(=O)O1,Herbal,Caramel,Lactonic,Creamy,Herbal,Sweet,Sweet,Fruity,Fruity,Hay,Hay,Herbal,Lactonic,Fruity,Fruity,Nutty,Tonka,Powdery,Caramel,Fruity,Fruity,Sweet,Sweet,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1CCCC(=O)O1,Buttery,Buttery,Lactonic,Buttery,Creamy,Dairy,Sweet,Green,Peach,Tropical,Green,Lactonic,Tonka,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1CCOC(C)S1,Garlic,Onion,Onion,Sulphurous,Sulphurous,Fruity,Green,Green,Green,Blackcurrant,Passion fruit,Pineapple,Pineapple,Tropical,Tropical,Tropical,Green,Green,Green,Onion,Onion,Sulphurous,Sulphurous,Fruity,Sulphurous,Sulphurous,Pineapple,Pineapple,Strong,Galbanum,Galbanum,Garlic,Onion,Onion,Sulphurous,Sulphurous,Garlic,Sulphurous,Sulphurous,Fruity,Garlic,Onion,Onion,,,,,,,,,,,,,,,,,,,,
CCCC1OC1C=CC=O,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC1OCCC(C)S1,Garlic,Onion,Sweet,Fruity,Lychee,Pear,Onion,Fruity,Garlic,Onion,Garlic,Fruity,Sweet,Garlic,Onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=C(C)C(=O)O,Cheese,Fruity,Fruity,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=C1OC(=O)c2ccccc21,Herbal,Vegetable,Herbal,Green,Green,Herbal,Celery,Lovage,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC(=O)CC,Fruity,Fruity,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC(=O)O,Herbal,Earthy/ Musty,Musty,Musty/Moldy,Herbal,Sweet,Fruity,Herbal,Fruity,Musty,Fruity,Sweet,Warm,Herbal,Herbal,Musty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC(=O)OC,Honey,Fruity,Green,Banana,Green,Fruity,Banana,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC(=O)OCC,Rummy,Vegetable,Sweet,Fruity,Green,Juicy,Green,Fruity,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC(=O)OCCCCCC,Fruity,Green,Green,Fruity,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC(C)=O,Woody,Ketonic,Cheese,Creamy,Sweet,Fruity,Green,Grassy,"Grassy(Green, Sharp)",Woody,Green,Fruity,Nutty,Caraway,Fruity,Sweet,Grassy,Waxy,Woody,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC(OC)OC,Fruity,Apple,Fruity,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC(OCC)OCC,Dry,Spices,Fruity,Fruity,Green,Green,Apple,Green,Green,Fruity,Fruity,Caraway,Pepper,Spices,Fruity,Fruity,Celery,Root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC1OCC(C)O1,Fruity,Green,Apple,Green,Fruity,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC=CC=O,Vegetable,Citrus,Green,Citrus,Melon,Pear,Green,Citrus,Sea,Oily,Cucumber,Weed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC=CCO,Creamy,Chicken,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CC=O,Herbal,Bitter,Aldehydic,Clean,Cheese,Almond,Almond,Rancid,Spices,Vegetable,Vegetable,Herbal,Sweet,Sweet,Fruity,Green,Green,Green,Fresh,Fresh,Apple,Apple,Banana,Plum,Plum,Grassy,"Grassy(Green, Sharp)","Grassy(Green, Sharp)",Green,Green,Green,Herbal,Sharp,Fruity,Banana,Sharp,Almond,Almond,Strong,Almond,Almond,Rancid,Rancid,Rancid,Sharp,Sharp,Spices,Fruity,Sweet,Sweet,Grassy,Herbal,Leafy,Leafy,Herbal,,,,,,,,
CCCC=CCC(=O)O,Rancid,Rancid,Rancid,Rancid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCC1CCCC1=O,Dairy,Milky,Floral,Jasmine,Floral,Floral,Oily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCC1CCCC1O,Floral,Jasmine,Floral,Fruity,Green,Banana,Tropical,Green,Floral,Fruity,Banana,Natural,Fruity,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCCC(=O)OC,Fruity,Fresh,Pineapple,Fruity,Pineapple,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCCC(=O)OCC,Citrus,Fruity,Fruity,Green,Fresh,Citrus,Juicy,Pear,Pear,Pineapple,Green,Citrus,Fruity,Fruity,Pineapple,Fruity,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCCC(C)=O,Herbal,Cheese,Dairy,Herbal,Fruity,Berry,Herbal,Fruity,Fruity,Herbal,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCCCCC(=O)O,Buttery,Buttery,Buttery,Dairy,Milky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCCCCC=O,Green,Green,Green,Green,Tallow,Cucumber,Cucumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCCCO,Herbal,Earthy,Earthy/ Musty,Herbal,Sweet,Herbal,Earthy,Sweet,Herbal,Earthy,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCCO,Herbal,Dry,Earthy,Earthy/ Musty,Herbal,Green,Grassy,"Grassy(Green, Sharp)",Green,Herbal,Oily,Resin,Earthy,Grassy,Herbal,Waxy,Earthy,Herbal,Resin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCCOC(C)=O,Vegetable,Green,Banana,Passion fruit,Tropical,Green,Banana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCO,Herbal,Herbal,Whiskey,Winey,Winey,Alcohol,Aldehydic,Fusel,Orange,Almond,Walnut,Narcissus,Nasturtium,Vegetable,Vegetable,Herbal,Herbal,Orange,Fruity,Fruity,Green,Green,Fresh,Fresh,Apple,Apple,Banana,Raspberry,Strawberry,Unripe fruit,Green,Green,Green Beans,Herbal,Herbal,Alcohol,Phenolic,Fruity,Fruity,Banana,Strawberry,Almond,Walnut,Almond,Alcohol,Unripe,Unripe fruit,Pepper,Fruity,Fruity,Minty,Cortex,Herbal,Herbal,Leafy,Leafy,Phenolic,Herbal,Herbal,,,,
CCCC=CCOC(=O)C(C)CC,Fruity,Fruity,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCOC(=O)CC,Creamy,Fruity,Green,Apple,Banana,Pear,Pulpy fruit,Ripe,Tropical,Unripe fruit,Green,Fruity,Banana,Unripe,Unripe fruit,Powdery,Fruity,Rhubarb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCOC(=O)CC(C)C,Buttery,Buttery,Fusel,Buttery,Vegetable,Fruity,Green,Fresh,Apple,Banana,Grape,Pear,Tropical,Green,Fruity,Banana,Fruity,Cortex,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCOC(=O)CC1CCCC1,Lactonic,Floral,Jasmine,Floral,Fruity,Pear,Lactonic,Floral,Fruity,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCOC(=O)CCC,Apricot,Orchid,Fermented,Fruity,Green,Fresh,Apple,Apricot,Banana,Ripe,Grassy,"Grassy(Green, Sharp)",Green,Fruity,Banana,Fruity,Grassy,Cortex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCOC(=O)CCCC,Cognac,Winey,Estery,Fruity,Green,Apple,Banana,Pineapple,Green,Fruity,Banana,Pineapple,Unripe,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCOC(=O)CCCCC,Herbal,Cognac,Clean,Herbal,Fruity,Green,Apple,Berry,Pear,Green,Herbal,Tea,Fruity,Natural,Fruity,Herbal,Waxy,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCOC(=O)CCCCCCC,Winey,Earthy,Earthy/ Musty,Fruity,Green,Pear,Green,Fruity,Oily,Earthy,Fruity,Earthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCOC(=O)Cc1ccccc1,Rummy,Honey,Green,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCOC(=O)c1ccccc1O,Balsamic,Woody,Floral,Orchid,Floral,Green,Woody,Green,Floral,Woody,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=CCOC(C)=O,Privet,Privet,Privet,Sweet,Sweet,Sweet,Fruity,Fruity,Fruity,Green,Green,Green,Fresh,Fresh,Fresh,Apple,Apple,Apple,Banana,Banana,Banana,Grape,Peach,Pear,Pineapple,Strawberry,Green,Green,Green,Fruity,Fruity,Fruity,Banana,Banana,Banana,Pineapple,Strawberry,Strong,Privet,Privet,Privet,Fruity,Fruity,Fruity,Sweet,Sweet,Sweet,Leafy,Leafy,Leafy,Waxy,Waxy,Waxy,,,,,,,,,,
CCCC=CCOC=O,Rummy,Fruity,Green,Green,Fruity,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC=O,Bready,Malty,Malty,Chocolate,Ether,Chocolate,Cocoa,Creamy,Earthy/ Musty,Musty,Musty/Moldy,Cocoa,Meaty,Garbage,Pungent,Green,Apple,Pear,Green,Meaty,Pungent,Pungent,Musty,Pungent,Pungent,Chocolate,Malty,Sweet Garbage,Garbage,Musty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)C(C)=O,Buttery,Buttery,Buttery,Cheese,Apple,Berry,Pineapple,Pineapple,Oily,Yoghurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)C(C)C,Fruity,Green,Green,Fruity,Fruity,Leafy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)C(CCC)Sc1ccoc1C,Roasted,Meaty,Meaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)C(S)CCC,Grapefruit,Fruity,Green,Grapefruit,Green,Fruity,Fruity,Minty,Leafy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)CC,Ether,Ketonic,Cheese,Earthy/ Musty,Musty,Musty/Moldy,Sweet,Fruity,Green,Green,Fruity,Musty,Fruity,Sweet,Musty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)O,Cheese,Milky,Tobacco,Earthy,Earthy/ Musty,Sewage,Rancid,Fruity,Tobacco,Sewage,Sharp,Sour,Sweaty,Fruity,Sharp,Rancid,Rancid,Sweaty,Acid,Earthy,Rancid,Sharp,Sour,Sweaty,Acid,Sewage,Sharp,Fruity,Tobacco,Earthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OC,Tutty-Fruity,Estery,Sweet,Fruity,Green,Apple,Juicy,Pineapple,Green,Sweaty,Fruity,Pineapple,Nutty,Sweaty,Sweaty,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OC(C)(C)C1CC=C(C)CC1,Floral,Floral,Fruity,Floral,Fruity,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OC(C)C,Fruity,Pineapple,Fruity,Pineapple,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OC1CC2CCC1(C)C2(C)C,Woody,Woody,Spices,Spices,Berry,Berry,Woody,Woody,Camphor,Camphor,Spices,Spices,Seedy,Seedy,Sawdust,Sawdust,Woody,Woody,Woody,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OCC,Sweet,Fruity,Green,Apple,Berry,Pineapple,Tropical,Green,Yeasty,Fruity,Pineapple,Strong,Yeasty,Yeasty,Acid,Acid,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OCC(C)C,Ether,Sweet,Fruity,Apple,Fruity,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)OCC=C(C)CCC=C(C)C,Tobacco,Floral,Rose,Floral,Rose,Fruity,Apple,Pineapple,Tobacco,Floral,Fruity,Pineapple,Fruity,Tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
