standardized_smiles,odor_1,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27,odor_28,odor_29,odor_30,odor_31,odor_32,odor_33,odor_34,odor_35,odor_36,odor_37,odor_38,odor_39,odor_40,odor_41,odor_42,odor_43,odor_44,odor_45,odor_46,odor_47,odor_48,odor_49,odor_50,odor_51,odor_52,odor_53,odor_54,odor_55,odor_56,odor_57,odor_58,odor_59,odor_60,odor_61,odor_62,odor_63
CCC=CCC(=O)OCC,Building materials &,Caramel,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Green,Green,Metallic,Nature,Non-citrus fruity,Nose Feel,Sweet,Sweet,Vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCC(C)OC(=O)c1ccccc1O,Floral,Floral,Floral,Fragrant,Fragrant/ Fruity,Green,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCC(OC)OC,Fragrant/ Fruity,Fruity,Nature,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCC(OCC)OCC,Fragrant/ Fruity,Fruity,Fruity,Green,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCC1=C(C)CCC1=O,Aromatic,Building materials &,Earthy,Floral,Floral,Food,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Grassy/ Woody,Herbaceous,Lemon,Microbial,Nature,Nature,Spices,Sweet,Vegetables,Vegetation,Woody,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCC1C(=O)CCC1CC(=O)OC,Aromatic,Floral,Floral,Floral,Floral,Floral,Floral,Floral,Floral,Floral,Floral,Floral,Floral,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fresh,Fruity,Green,Green,Green,Green,Herbaceous,Nature,Nature,Nature,Nature,Nature,Nature,Nature,Non-food items,Non-food items,Non-food items,Non-food items,Sweet,Sweet,Sweet,Sweet,Sweet,Vegetation,Waxy,Waxy,Woody/ Resinous,,,,,,,
CCC=CCC1CCCC(=O)O1,Chemical/ Hydrocar,Dairy,Dairy,Dry fruit,Floral,Floral,Floral,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Microbiological,Nature,Nature,Nature,Nature,Non-food items,Sweet,Sweet,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCC1CCCC1=O,Balsamic,Chemical/ Hydrocar,Dairy,Dairy,Dry fruit,Floral,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Microbiological,Nature,Nature,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCC=CC=CC(=O)OCC,Fragrant/ Fruity,Fruity,Green,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCC=CC=CC=O,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Green,Green,Lemon,Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCC=CCC1CCC(=O)O1,Aromatic,Food,Fragrant,Herbaceous,Spices,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCC=CCC=CCCCCCCC=O,Nature,Vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCC=CCC=CCCCCCCCC(=O)OC,Fragrant/ Fruity,Nature,Non-food items,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCC=CCC=CCCCCCCCC(=O)OCC,Non-food items,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCC=CCC=O,Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCC=CCCO,Ammonia,Ammonia,Caramel,Earthy,Fishy/ Ammonia,Fishy/ Ammonia,Fishy/ Rancid,Fishy/ Rancid,Floral,Food,Food,Food,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fresh,Fresh,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Green,Green,Green,Herbaceous,Nature,Nature,Nature,Non-citrus fruity,Non-food items,Non-food items,Raw,Restaurant,Sweet,Sweet,Sweet,Sweet,Sweet,Vegetables,Vegetables,Vegetables,Vegetables,Water,Water,Water,Waxy,Waxy,,,,
CCC=CCC=CCCOC(C)=O,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Fruity,Green,Nature,Nutty,Sweet,Sweet,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCC=O,Citrus,Floral,Food,Food,Foul,Foul,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Grassy/ Woody,Grassy/ Woody,Grassy/ Woody,Green,Green,Lemon,Nature,Nature,Non-citrus fruity,Non-citrus fruity,Nose Feel,Nose Feel,Nose Feel,Other,Other,Other,Pungent,Pungent,Sharp/ Pungent,Sharp/ Pungent,Sharp/ Pungent,Sickening,Sickening,Sickening,Sweet,Sweet,Terpenes/ Pine/ Lem,Vegetables,Vegetables,Vegetation,Vegetation,,,,,,,,,,,,,
CCC=CCCC(=O)OCC,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Green,Nature,Non-citrus fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCC(OCC)OCC,Ammonia,Aromatic,Dairy,Dry,Fishy/ Ammonia,Fishy/ Rancid,Food,Food,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Green,Herbaceous,Nature,Non-food items,Salty,Sweet,Vegetables,Vegetation,Vegetation,Waxy,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCC1(C)CCC(=O)O1,Bakery,Bakery,Caramel,Chemical/ Hydrocar,Dairy,Dairy,Dairy,Floral,Floral,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Green,Nature,Nature,Non-food items,Nutty,Solvent/ Hydrocarbo,Sweet,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCC1CCC(=O)O1,Bakery,Caramel,Dairy,Non-food items,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCC1CCCC(=O)O1,Bakery,Caramel,Dairy,Dairy,Dairy,Dairy,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Nature,Nature,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCC=CC#N,Dry fruit,Floral,Fragrant,Fragrant/ Fruity,Green,Green,Nature,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCC=CC(=O)NC1CC1,Aromatic,Food,Fragrant,Herbaceous,Non-vegetarian,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCC=CC(=O)NCC,Food,Food,Non-vegetarian,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCC=CC=O,Dry,Floral,Food,Food,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Fruity,Fruity,Green,Green,Green,Green,Green,Green,Lemon,Vegetables,Vegetables,Vegetables,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCC=CCO,Floral,Floral,Food,Food,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Green,Green,Green,Green,Green,Nature,Non-food items,Non-food items,Nutty,Nutty,Other,Vegetables,Vegetables,Vegetables,Vegetation,Vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCC=CCOC(C)=O,Floral,Food,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Green,Non-food items,Nutty,Spices,Vegetables,Vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCC=O,Ammonia,Bakery,Bakery,Caramel,Dairy,Dairy,Dairy,Dairy,Fishy/ Ammonia,Fishy/ Rancid,Food,Food,Fragrant/ Fruity,Green,Non-food items,Sweet,Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCCC(=O)OC,Building materials &,Dairy,Fragrant,Fragrant/ Fruity,Grassy/ Woody,Nature,Sweet,Sweet,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCCC=O,Fragrant/ Fruity,Nature,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCCCC(OC)OC,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Green,Nature,Sweet,Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCCCC=O,Building materials &,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Grassy/ Woody,Green,Lemon,Plants,Vegetables,Waxy,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCCCCC=O,Chemical/ Hydrocar,Fragrant/ Fruity,Fruity,Lemon,Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCCCCCC=O,Chemical/ Hydrocar,Clean,Floral,Fragrant,Fragrant/ Fruity,Fruity,Lemon,Nature,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCCCCO,Caramel,Clean,Food,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Fruity,Fruity,Green,Nature,Sweet,Vegetables,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCCCCOC(C)=O,Building materials &,Caramel,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Green,Metallic,Nature,Nose Feel,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCCCO,Ammonia,Earthy,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Fishy/ Ammonia,Fishy/ Rancid,Floral,Food,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Green,Nature,Sharp/ Pungent,Sweet,Vegetation,Water,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCCCOC(=O)CC,Building materials &,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Grassy/ Woody,Green,Nature,Non-citrus fruity,Sweet,Vegetables,Vegetation,Water,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCCO,Dairy,Dairy,Food,Fragrant/ Fruity,Fresh,Grassy/ Woody,Grassy/ Woody,Green,Non-food items,Terpenes/ Pine/ Lem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCO,Aromatic,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Floral,Floral,Food,Foul,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fresh,Fruity,Grassy/ Woody,Grassy/ Woody,Green,Green,Herbaceous,Nature,Non-food items,Non-food items,Nose Feel,Other,Plants,Pungent,Sharp/ Pungent,Sharp/ Pungent,Sickening,Terpenes/ Pine/ Lem,Vegetation,Vegetation,Vegetation,Vegetation,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Fruity,Fruity,Green,Nature,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)C#CCCCCC,Floral,Fragrant,Fragrant/ Fruity,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)C#CCCCCCC,Fragrant/ Fruity,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)C(C)=CCC,Building materials &,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Green,Metallic,Nature,Nose Feel,Other,Sweet,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)C(C)=O,Caramel,Floral,Food,Food,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Green,Herbaceous,Nature,Nature,Non-citrus fruity,Non-food items,Spices,Sweet,Sweet,Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)C(C)C,Beverage,Chemical/ Hydrocar,Citrus,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Fruity,Fruity,Fruity,Grassy/ Woody,Green,Green,Herbaceous,Nature,Nutty,Sweet,Sweet,Sweet,Vegetables,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)C(C)CC,Aromatic,Chemical/ Hydrocar,Chemical/ Hydrocar,Chemical/ Hydrocar,Dry fruit,Floral,Food,Fragrant,Fragrant,Fragrant/ Fruity,Fresh,Fruity,Fruity,Fruity,Fruity,Fruity,Fuel/ Gas Station/ S,Herbaceous,Medicinal/ Alcohol,Medicinal/ Phenolic,Microbiological,Minty,Minty,Nature,Non-citrus fruity,Nutty,Popcorn,Rancid/ Putrid,Sharp/ Pungent,Sharp/ Pungent,Sickening,Solvent/ Hydrocarbo,Solvent/ Hydrocarbo,Spices,Sweet,Sweet,Sweet,Sweet,Sweet,Vegetation,Vegetation,Waxy,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)C(C)O,Food,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Fruity,Green,Green,Nature,Sweet,Sweet,Vegetation,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)C(CC)CC,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Green,Nature,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)C1CC1,Floral,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Green,Nature,Nature,Other,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)C=CCCC,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Grassy/ Woody,Grassy/ Woody,Green,Herbaceous,Nature,Non-citrus fruity,Sweet,Terpenes/ Pine/ Lem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)C=Cc1ccccc1,Balsamic,Fragrant/ Fruity,Fresh,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)CC,Food,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Green,Lemon,Nature,Non-citrus fruity,Sweet,Sweet,Vegetation,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)CC(C)=O,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Floral,Fragrant,Fragrant/ Fruity,Green,Nature,Sharp/ Pungent,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)CC(C)C,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Fruity,Fruity,Fruity,Green,Nature,Nature,Nature,Non-citrus fruity,Sweet,Sweet,Sweet,Waste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)CC=CCC,Building materials &,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Green,Green,Metallic,Nature,Nose Feel,Spices,Sweet,Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)CCC,Bakery,Beverage,Building materials &,Caramel,Dairy,Food,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Fruity,Green,Metallic,Nature,Nose Feel,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)CCCC,Bakery,Caramel,Dairy,Estery,Estery,Estery,Food,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fresh,Fresh,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Green,Green,Green,Nature,Nature,Nature,Non-citrus fruity,Non-citrus fruity,Non-citrus fruity,Ripe/ Unripe,Ripe/ Unripe,Ripe/ Unripe,Ripe/ Unripe,Sweet,Sweet,Sweet,,,,,,,,,,,
CCC=CCCOC(=O)CCCCC,Balsamic,Beverage,Food,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Grassy/ Woody,Grassy/ Woody,Green,Green,Nature,Nature,Non-citrus fruity,Sweet,Sweet,Terpenes/ Pine/ Lem,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)CCCCCC,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Green,Nature,Sweet,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)CCCCCCC,Beverage,Building materials &,Floral,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Green,Metallic,Nature,Nose Feel,Sweet,Vegetables,Vegetables,Vegetation,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)CCCCCCCCC,Fragrant/ Fruity,Fragrant/ Fruity,Green,Nature,Sweet,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)CCCCCCCCCCCCCCC,Other,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)Cc1ccccc1,Aromatic,Building materials &,Caramel,Floral,Floral,Food,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Fruity,Grassy/ Woody,Green,Herbaceous,Nature,Sweet,Vegetables,Vegetables,Vegetation,Waxy,Woody,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)OC,Floral,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Fruity,Green,Nature,Other,Vegetation,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)c1ccccc1,Aromatic,Balsamic,Building materials &,Floral,Floral,Food,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Grassy/ Woody,Green,Herbaceous,Nature,Nature,Other,Spices,Sweet,Sweet,Vegetation,Vegetation,Woody,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)c1ccccc1N,Citrus,Floral,Floral,Floral,Floral,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fuel/ Gas Station/ S,Green,Nature,Nature,Solvent/ Hydrocarbo,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(=O)c1ccccc1O,Aromatic,Aromatic,Balsamic,Balsamic,Building materials &,Building materials &,Building materials &,Floral,Floral,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Grassy/ Woody,Green,Green,Herbaceous,Herbaceous,Metallic,Metallic,Nature,Nature,Nose Feel,Nose Feel,Sweet,Vegetation,Vegetation,Woody,Woody/ Resinous,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(C)=O,Beverage,Floral,Food,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Grassy/ Woody,Grassy/ Woody,Grassy/ Woody,Grassy/ Woody,Green,Green,Lemon,Nature,Nature,Non-citrus fruity,Non-citrus fruity,Nose Feel,Other,Sharp/ Pungent,Sickening,Sweet,Sweet,Sweet,Terpenes/ Pine/ Lem,Vegetation,Vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(C)OCC,Earthy,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Floral,Food,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Green,Nature,Other,Raw,Sharp/ Pungent,Sharp/ Pungent,Sweet,Vegetables,Vegetation,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(C)OCCC=CCC,Aromatic,Food,Fragrant,Fragrant,Fragrant/ Fruity,Green,Herbaceous,Sweet,Vegetation,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC(CC)OC,Building materials &,Earthy,Fragrant/ Fruity,Fresh,Green,Herbaceous,Vegetables,Vegetation,Vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOC=O,Food,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Fruity,Fruity,Fruity,Grassy/ Woody,Grassy/ Woody,Grassy/ Woody,Grassy/ Woody,Green,Green,Lemon,Lemon,Lemon,Nature,Nature,Nose Feel,Nose Feel,Other,Other,Sharp/ Pungent,Sharp/ Pungent,Sickening,Sickening,Sweet,Sweet,Sweet,Terpenes/ Pine/ Lem,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOCC=O,Chemical/ Hydrocar,Chlorinous/ Ozonou,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Green,Lemon,Water,Water,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCCOCCC#N,Floral,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Green,Nature,Nature,Non-food items,Sweet,Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCO,Building materials &,Chemical/ Hydrocar,Chemical/ Hydrocar,Chemical/ Hydrocar,Chemical/ Hydrocar,Chemical/ Hydrocar,Earthy,Floral,Floral,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fuel/ Gas Station/ S,Fuel/ Gas Station/ S,Green,Marshy/ Septic/ Sulp,Medicinal/ Alcohol,Medicinal/ Phenolic,Medicinal/ Phenolic,Metallic,Minty,Nature,Non-citrus fruity,Non-food items,Nose Feel,Solvent/ Hydrocarbo,Solvent/ Hydrocarbo,Sweet,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CCOC(=O)CCCCC,Citrus,Fruity,Non-citrus fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC=CSC,Alliaceous,Alliaceous,Alliaceous,Marshy/ Septic/ Sulp,Salty,Sickening,Sickening,Sulphur/ Cabbage/ G,Vegetables,Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
