standardized_smiles,odor_1,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27,odor_28,odor_29,odor_30,odor_31,odor_32,odor_33,odor_34,odor_35,odor_36,odor_37,odor_38,odor_39,odor_40,odor_41,odor_42,odor_43,odor_44,odor_45,odor_46,odor_47,odor_48,odor_49,odor_50,odor_51,odor_52,odor_53,odor_54,odor_55,odor_56,odor_57,odor_58,odor_59,odor_60,odor_61,odor_62,odor_63
CC(=O)C=CC1=C(C)CCC(C)C1(C)C,Building materials &,Floral,Floral,Fragrant,Fragrant,Fragrant,Fresh,Fruity,Grassy/ Woody,Nature,Soft floral,Sweet,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C=CC1=C(C)CCCC1(C)C,Balsamic,Beverage,Building materials &,Building materials &,Citrus,Dry,Dry fruit,Floral,Floral,Floral,Floral,Floral,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Grassy/ Woody,Grassy/ Woody,Green,Nature,Nature,Nature,Nature,Nutty,Plants,Popcorn,Soft floral,Sweet,Sweet,Sweet,Sweet,Sweet,Vegetation,Vegetation,Woody,Woody,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,
CC(=O)C=CC1C(C)=CCC(C)C1(C)C,Building materials &,Floral,Floral,Fragrant,Fragrant,Fragrant,Fruity,Fruity,Grassy/ Woody,Nature,Plants,Soft floral,Sweet,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C=CC1C(C)=CCCC1(C)C,Balsamic,Building materials &,Floral,Floral,Floral,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Grassy/ Woody,Nature,Nature,Nature,Non-citrus fruity,Plants,Sweet,Sweet,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C=CC1C(C)C=C(C)CC1C,Building materials &,Floral,Floral,Fragrant,Fragrant,Grassy/ Woody,Nature,Plants,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C=CC=C(C)C,Aromatic,Building materials &,Food,Fragrant,Fragrant,Fragrant/ Fruity,Grassy/ Woody,Green,Herbaceous,Lemon,Minty,Spices,Spices,Sweet,Vegetation,Vegetation,Woody,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C=CC=C(C)CCC=C(C)C,Balsamic,Building materials &,Dry,Earthy,Floral,Food,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Herbaceous,Lemon,Nature,Nature,Plants,Soft floral,Spices,Sweet,Sweet,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C=CCC(C)C,Aromatic,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Green,Herbaceous,Nature,Non-food items,Sweet,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C=CCCC(C)C,Chemical/ Hydrocar,Dairy,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Food,Fragrant/ Fruity,Fragrant/ Fruity,Green,Microbiological,Nature,Non-food items,Non-vegetarian,Nutty,Sharp/ Pungent,Sweet,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C=Cc1ccccc1,Aromatic,Bakery,Balsamic,Building materials &,Caramel,Dairy,Dairy,Dry fruit,Floral,Food,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fruity,Grassy/ Woody,Herbaceous,Medicinal/ Phenolic,Minty,Nature,Nature,Non-citrus fruity,Nutty,Popcorn,Soft floral,Spices,Spices,Spices,Sweet,Sweet,Sweet,Sweet,Vegetables,Vegetation,Woody,Woody,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C=Cc1ccco1,Balsamic,Dairy,Food,Fragrant,Minty,Nutty,Soft floral,Spices,Spices,Spices,Sweet,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C=O,Beverage,Brown,Caramel,Chemical/ Hydrocar,Fragrant,Sharp/ Pungent,Sickening,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC(=O)OCC(C)C,Beverage,Beverage,Fragrant,Fragrant/ Fruity,Nature,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC(=O)OCC=C(C)CCC=C(C)C,Beverage,Building materials &,Floral,Foul,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Grassy/ Woody,Green,Nature,Nature,Sweet,Sweet,Sweet,Sweet,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC(=O)OCCC(C)C,Beverage,Chemical/ Hydrocar,Foul,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Green,Non-citrus fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC(=O)OCc1ccccc1,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Fruity,Nature,Nature,Non-citrus fruity,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC(=O)c1ccccc1,Balsamic,Building materials &,Dry,Grassy/ Woody,Plants,Sweet,Vegetation,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC(C)(C)C1CCCCC1,Building materials &,Floral,Fragrant,Grassy/ Woody,Nature,Waxy,Woody,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC(C)(C)S,Chemical/ Hydrocar,Food,Fragrant/ Fruity,Fragrant/ Fruity,Green,Marshy/ Septic/ Sulp,Nature,Nature,Non-vegetarian,People & animals,Sickening,Sulphur/ Cabbage/ G,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC(C)(C)c1ccccc1,Caramel,Floral,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Green,Nature,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC(C)C,Aromatic,Chemical/ Hydrocar,Chemical/ Hydrocar,Chemical/ Hydrocar,Dairy,Food,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fuel/ Gas Station/ S,Grassy/ Woody,Green,Herbaceous,Lemon,Nature,Nose Feel,Sharp/ Pungent,Sickening,Solvent/ Hydrocarbo,Spices,Sweet,Sweet,Sweet,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC(C)S,Food,Foul,Non-vegetarian,Nose Feel,Pungent,Sharp/ Pungent,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CC(C)SCc1ccco1,Food,Non-vegetarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCC(=O)O,Bakery,Beverage,Caramel,Caramel,Chemical/ Hydrocar,Dairy,Dairy,Fragrant,Medicinal/ Phenolic,Sharp/ Pungent,Sickening,Sweet,Sweet,Sweet,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCC(=O)OCCC(C)C,Caramel,Chemical/ Hydrocar,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCC1=C(C)C=CCC1(C)C,Floral,Fragrant,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCC1=C(C)CCCC1(C)C,Building materials &,Dry,Dry woods,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Floral,Floral,Fragrant,Fruity,Fruity,Grassy/ Woody,Herbaceous,Mossy woods,Nature,Non-food items,Plants,Sharp/ Pungent,Soft oriental,Vegetation,Vegetation,Woody,Woody,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCC1C(C)=CCCC1(C)C,Aromatic,Building materials &,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Floral,Floral,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Grassy/ Woody,Herbaceous,Nature,Nature,Plants,Sharp/ Pungent,Soft floral,Sweet,Sweet,Vegetation,Woody,Woody/ Resinous,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCC=C(C)C,Bakery,Chemical/ Hydrocar,Chemical/ Hydrocar,Dairy,Dairy,Dry fruit,Earthy,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Food,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fuel/ Gas Station/ S,Green,Lemon,Marshy/ Septic/ Sulp,Nature,Non-citrus fruity,Non-food items,Nutty,Nutty,Plants,Restaurant,Sharp/ Pungent,Solvent/ Hydrocarbo,Spices,Sweet,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCC=C(C)CCC=C(C)C,Building materials &,Building materials &,Chemical/ Hydrocar,Floral,Floral,Floral,Food,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Fruity,Fruity,Fruity,Grassy/ Woody,Green,Metallic,Nature,Nature,Nose Feel,Sweet,Vegetation,Waxy,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCC=C(C)CCC=C(C)CCC=C(C)C,Beverage,Beverage,Chemical/ Hydrocar,Dairy,Dairy,Floral,Floral,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Nature,Nature,Nature,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCCC(C)C,Minty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCCC(C)CCC=C(C)C,Balsamic,Building materials &,Dry,Floral,Floral,Fragrant,Fragrant,Fragrant,Grassy/ Woody,Nature,Sweet,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCCC(C)CCCC(C)C,Dry,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Sharp/ Pungent,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCCC(C)CCCC(C)CCCC(C)C,Aromatic,Building materials &,Floral,Floral,Fragrant,Fragrant,Fresh,Grassy/ Woody,Herbaceous,Nature,Non-food items,Vegetables,Vegetation,Woody,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCCc1ccccc1,Floral,Food,Fragrant,Fragrant,Nature,Sweet,Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCS,Alliaceous,Chemical/ Hydrocar,Marshy/ Septic/ Sulp,Marshy/ Septic/ Sulp,Nature,Sickening,Sickening,Sulphur/ Cabbage/ G,Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCSCCC(C)=O,Food,Fragrant/ Fruity,Fresh,Green,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCc1ccc(C)cc1,Floral,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Nature,Nature,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCc1ccc(O)cc1,Building materials &,Floral,Fragrant,Fragrant,Fruity,Fruity,Fruity,Grassy/ Woody,Nature,Sweet,Sweet,Vegetation,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCc1ccc(OC(C)=O)cc1,Fruity,Fruity,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCc1ccc2c(c1)OCO2,Beverage,Floral,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Nature,Nature,Soft floral,Spices,Sweet,Sweet,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCc1ccccc1,Balsamic,Floral,Fragrant,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CCc1ccco1,Caramel,Food,Spices,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)CO,Caramel,Chemical/ Hydrocar,Foul,Fragrant,Nose Feel,Pungent,Sharp/ Pungent,Sickening,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)COC(C)=O,Bakery,Caramel,Dairy,Dairy,Fragrant/ Fruity,Nature,Nutty,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Cc1ccco1,Aromatic,Caramel,Food,Fragrant,Fragrant/ Fruity,Herbaceous,Nature,Spices,Sweet,Sweet,Vegetables,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1C=CCC1,Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)O,Foul,Lemon,Lemon,Nose Feel,Nose Feel,Pungent,Rancid,Sharp/ Pungent,Sharp/ Pungent,Sharp/ Pungent,Sharp/ Pungent,Sharp/ Pungent,Sickening,Sickening,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)(C)C1CC=C(C)CC1,Aromatic,Aromatic,Building materials &,Citrus,Clean,Cleaning materials,Floral,Food,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Grassy/ Woody,Herbaceous,Lemon,Nature,Nature,Spices,Sweet,Sweet,Terpenes/ Pine/ Lem,Vegetation,Waxy,Woody,Woody,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)(C)C1CCC(C)C2=C(C1)C(C)CC2,Balsamic,Building materials &,Floral,Food,Fragrant,Fragrant/ Fruity,Grassy/ Woody,Green,Spices,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)(C)C1CCC(C)CC1,Aromatic,Building materials &,Cleaning materials,Floral,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Grassy/ Woody,Herbaceous,Lemon,Nature,Nature,Sweet,Terpenes/ Pine/ Lem,Vegetation,Vegetation,Woody,Woody,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)(C)CCc1ccccc1,Balsamic,Floral,Floral,Floral,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Green,Nature,Sweet,Vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)(C)Cc1ccccc1,Floral,Floral,Floral,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Green,Nature,Nature,Soft floral,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)=O,Lemon,Nose Feel,Rancid,Sharp/ Pungent,Sharp/ Pungent,Sharp/ Pungent,Sickening,Sickening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)C,Chemical/ Hydrocar,Chemical/ Hydrocar,Chemical/ Hydrocar,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Fruity,Nature,Non-citrus fruity,Solvent/ Hydrocarbo,Sweet,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)C(C)=CC1C(C)=CCCC1(C)C,Building materials &,Floral,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Grassy/ Woody,Nature,Nature,Soft floral,Sweet,Woody,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)C(C)=O,Bakery,Beverage,Caramel,Chemical/ Hydrocar,Chemical/ Hydrocar,Dairy,Dairy,Estery,Foul,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Nature,Non-citrus fruity,Non-citrus fruity,Nose Feel,Other,Pungent,Sharp/ Pungent,Sickening,Solvent/ Hydrocarbo,Sweet,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)C(C)CC1C(C)CCCC1(C)C,Building materials &,Grassy/ Woody,Soft floral,Woody,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)C1CCCC(C)(C)C1,Ambrosial,Floral,Floral,Floral,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Nature,Nature,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)C=C(C)CCC=C(C)C,Building materials &,Citrus,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Fragrant/ Fruity,Fruity,Fruity,Grassy/ Woody,Lemon,Lemon,Sharp/ Pungent,Sweet,Terpenes/ Pine/ Lem,Vegetables,Woody,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)C=CC1=C(C)CCCC1(C)C,Building materials &,Floral,Floral,Fragrant,Fragrant,Fragrant,Fruity,Fruity,Fruity,Grassy/ Woody,Nature,Non-citrus fruity,Sweet,Sweet,Vegetation,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)C=CC1C(C)=CCCC1(C)C,Building materials &,Floral,Floral,Fragrant,Fragrant,Fragrant,Fruity,Grassy/ Woody,Nature,Sweet,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)CC(C)(C)c1ccccc1,Balsamic,Building materials &,Citrus,Floral,Fragrant/ Fruity,Fresh,Fruity,Grassy/ Woody,Green,Non-food items,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)CC(C)C,Fragrant,Fragrant/ Fruity,Fruity,Nature,Non-citrus fruity,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)CCC1C(C)CCCC1(C)C,Floral,Fragrant,Fragrant/ Fruity,Fruity,Nature,Nature,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)CCC=C(C)CCC=C(C)C,Bitter,Citrus,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fruity,Fruity,Green,Lemon,Nature,Vegetation,Water,Waxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)CCc1ccccc1,Fragrant/ Fruity,Fragrant/ Fruity,Green,Nature,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(C)c1ccccc1,Aromatic,Beverage,Dry fruit,Dry fruit,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Floral,Floral,Floral,Floral,Floral,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Green,Herbaceous,Nature,Nature,Nature,Nature,Non-citrus fruity,Sharp/ Pungent,Sweet,Sweet,Sweet,Vegetables,Vegetation,Vegetation,Vegetation,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(CC(C)C)CC(C)C,Aromatic,Floral,Floral,Fragrant,Fragrant,Fruity,Herbaceous,Nature,Non-citrus fruity,Vegetables,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,Balsamic,Floral,Floral,Fragrant,Fragrant,Nature,Soft floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC1(C(C)=O)CCCCC1,Caramel,Floral,Floral,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fruity,Nature,Nature,Nutty,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC1(C)CCC23CC1C(C)(C)C2CCC3C,Building materials &,Dry,Dry woods,Grassy/ Woody,Soft floral,Woody,Woody,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC1(C)CCCC(C)(C)C12CCC(C)O2,Aromatic,Citrus,Citrus,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Herbaceous,Herbaceous,Lemon,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC12CCCC(C)(CCC3C1CC3(C)C)C2,Building materials &,Dry,Earthy/ Musty/ Mol,Earthy/ Musty/ Mol,Food,Fragrant/ Fruity,Grassy/ Woody,Mossy woods,Nature,Sharp/ Pungent,Soft oriental,Spices,Sweet,Woody,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC1=C(C)OC(C)C1=O,Baked,Brown,Burnt,Caramel,Caramel,Caramel,Fragrant,Fragrant/ Fruity,Fruity,Fruity,Nature,Sickening,Sweet,Sweet,Sweet,Sweet,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC1=CCC2C3CCC(C3)C12,Aromatic,Building materials &,Dry woods,Fragrant,Fragrant/ Fruity,Grassy/ Woody,Green,Herbaceous,Spices,Terpenes/ Pine/ Lem,Vegetation,Woody,Woody,Woody,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC1C2(C)CCC(C2)C1(C)C,Aromatic,Aromatic,Balsamic,Balsamic,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fresh,Fresh,Fruity,Fruity,Herbaceous,Herbaceous,Lemon,Lemon,Plants,Plants,Sweet,Sweet,Terpenes/ Pine/ Lem,Terpenes/ Pine/ Lem,Vegetation,Vegetation,Woody,Woody,Woody/ Resinous,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC1C=C(C)C2CC(=C(C)C)CC2C(C)C1,Building materials &,Dry,Fragrant,Grassy/ Woody,Soft floral,Sweet,Vegetation,Vegetation,Woody,Woody,Woody,Woody oriental,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC1C=C(C)C2CC1C2(C)C,Food,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC1CC(C)CC(C)(C)C1,Aromatic,Aromatic,Aromatic,Floral,Food,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Green,Herbaceous,Minty,Nature,Nature,Other,Spices,Spices,Sweet,Sweet,Sweet,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OC1CC(C)CCC1C(C)C,Aromatic,Aromatic,Building materials &,Building materials &,Citrus,Citrus,Floral,Food,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant,Fragrant/ Fruity,Fragrant/ Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Fruity,Grassy/ Woody,Grassy/ Woody,Herbaceous,Herbaceous,Herbaceous,Herbaceous,Lemon,Minty,Minty,Minty,Minty,Minty,Nature,Nature,Nature,Non-food items,Non-food items,Spices,Sweet,Sweet,Sweet,Sweet,Sweet,Vegetation,Vegetation,Woody,Woody,Woody/ Resinous,Woody/ Resinous,Woody/ Resinous,Woody/ Resinous,,,,,,,,,
CC(=O)OC1CC2CC1C1C=CCC21,Aromatic,Floral,Fragrant,Fragrant,Fragrant/ Fruity,Green,Herbaceous,Nature,Vegetation,Woody/ Resinous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
